REGION;PROVINCIA;NOMBRE COMUNA;DISTRITO;LOCALIDAD;ENTIDAD;CATEGORIA;Número total de personas;Total de Hombres;Total de Mujeres;Total de personas de 0 a 5 años;Total de personas de 6 a 14 años;Total de personas de 15 a 64 años;Total de personas de 65 y más años;Total personas migrantes que residen habitualmente en el territorio nacional;Total personas que se consideran pertenecientes a algún pueblo indígena u originario;Total de viviendas particulares;Total viviendas colectivas;Total viviendas ocupadas con moradores presentes;Total viviendas;Cantidad de hogares;Cantidad de viviendas tipo casa;Cantidad de viviendas tipo departamento en edificio;Cantidad de viviendas tipo vivienda tradicional indígena (ruka, pae pae u otras);Cantidad de viviendas tipo pieza en casa antigua o en conventillo;Cantidad de viviendas tipo mediagua, mejora, rancho o choza;Cantidad de viviendas tipo móvil (carpa, casa rodante o similar);Cantidad de viviendas tipo otro tipo de vivienda particular;Cantidad de viviendas con materialidad en paredes de Hormigón armado;Cantidad de viviendas con materialidad en paredes de albañilería: bloque de cemento, piedra o ladrillo;Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero);Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro);Cantidad de viviendas con materialidad en paredes de adobe, barro, quincha, pirca u otro artesanal tradicional;Cantidad de viviendas con materialidad en paredes de materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla, metálicas, de cemento, de madera, asfálticas o plásticas;Cantidad de viviendas con materialidad de techo losa hormigón;Cantidad de viviendas con materialidad de techo planchas metálicas de zinc, cobre, etc. O fibrocemento (tipo pizarreño);Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado;Cantidad de viviendas con materialidad de techo paja, coirón, totora o caña;Cantidad de viviendas con materialidad de techo materiales precarios (lata, cartón, plástico, etc.);Cantidad de viviendas con materialidad de techo sin cubierta sólida de techo;Cantidad de viviendas con materialidad de piso parquet, piso flotante, cerámico, madera, alfombra, flexit, cubrepiso u otro similar, sobre radier o vigas de madera;Viviendas con materialidad de piso radier sin revestimiento;Viviendas con materialidad de piso baldosa de cemento;Viviendas con materialidad de piso capa de cemento sobre tierra;Viviendas con materialidad de piso tierra;Total viviendas con materialidad aceptable;Total viviendas con materialidad recuperable;Total viviendas con materialidad irrecuperable;Cantidad de viviendas con origen del agua por red pública;Cantidad de viviendas con origen del agua por pozo o noria;Cantidad de viviendas con origen del agua por camión aljibe;Cantidad de viviendas con origen del agua por río, vertiente, estero, canal, lago, etc.;x;y
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";COLOMÁVIDA;COLOMÁVIDA;Parcela-Hijuela;25;12;13;0;0;18;7;0;0;"10";"0";"9";"10";"9";"10";"0";"0";"0";"0";"0";"0";"0";"2";"3";"2";"2";"0";"2";"0";"7";"0";"0";"0";"0";"5";"1";"2";"1";"0";"3";"6";"0";"0";"9";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";GUAIPEMO;EL ROSARIO;Parcela-Hijuela;0;0;0;Indeterminado;0;0;Indeterminado;0;0;"2";"0";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";GUAIPEMO;EL VACANTE;Parcela-Hijuela;17;7;10;0;Indeterminado;8;Indeterminado;0;0;"8";"0";"8";"8";"8";"8";"0";"0";"0";"0";"0";"0";"0";"0";"6";"1";"1";"0";"1";"0";"7";"0";"0";"0";"0";"7";"0";"0";"0";"1";"6";"1";"1";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";GUAIPEMO;LIUCURA ENTRADA;Parcela-Hijuela;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";GUAIPEMO;MACÍAS;Parcela-Hijuela;20;8;12;Indeterminado;Indeterminado;11;7;0;0;"8";"0";"8";"8";"8";"7";"0";"0";"0";"1";"0";"0";"0";"1";"5";"0";"1";"1";"0";"0";"8";"0";"0";"0";"0";"3";"1";"0";"1";"3";"3";"2";"3";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"14";SAN JOSÉ;SAN JOSÉ;Parcela-Hijuela;14;6;8;0;0;9;5;0;0;"5";"0";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"1";"1";"0";"4";"0";"0";"0";"0";"0";"1";"0";"1";"3";"0";"1";"4";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";COCHARCAS;NUEVA ESPERANZA;Aldea;476;231;245;Indeterminado;Indeterminado;328;Indeterminado;Indeterminado;Indeterminado;"145";"0";"141";"145";"142";"140";"0";"0";"0";"4";"0";"1";"10";"84";"40";"7";"0";"0";"10";"0";"131";"0";"0";"0";"0";"120";"10";"8";"2";"0";"114";"26";"0";"138";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";LAS ARBOLEDAS;LAS ARBOLEDAS;Aldea;776;396;380;61;110;503;102;0;20;"282";"0";"252";"282";"256";"274";"1";"0";"0";"6";"0";"1";"21";"86";"85";"42";"5";"13";"12";"0";"236";"0";"0";"1";"0";"223";"4";"13";"8";"1";"175";"58";"13";"244";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"10";MUTUPÍN;MUTUPÍN;Caserío;167;76;91;Indeterminado;Indeterminado;116;18;0;5;"64";"0";"53";"64";"53";"62";"0";"0";"0";"2";"0";"0";"11";"13";"19";"6";"4";"0";"2";"0";"51";"0";"0";"0";"0";"47";"3";"2";"0";"0";"38";"14";"0";"51";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";MUTUPÍN;MUTUPÍN;Caserío;111;47;64;6;11;65;29;0;0;"56";"0";"46";"56";"46";"52";"0";"0";"0";"1";"0";"3";"1";"26";"14";"0";"5";"0";"5";"0";"41";"0";"0";"0";"0";"40";"0";"1";"5";"0";"36";"10";"0";"46";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"8";TRES ESQUINAS;TRES ESQUINAS;Caserío;201;106;95;10;18;131;42;0;7;"83";"0";"75";"83";"76";"79";"0";"0";"0";"4";"0";"0";"1";"34";"24";"15";"0";"1";"4";"0";"71";"0";"0";"0";"0";"69";"2";"0";"4";"0";"55";"19";"1";"72";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";TRES ESQUINAS;TRES ESQUINAS;Caserío;29;18;11;5;Indeterminado;17;Indeterminado;0;Indeterminado;"9";"0";"8";"9";"8";"9";"0";"0";"0";"0";"0";"0";"0";"5";"3";"0";"0";"0";"2";"0";"6";"0";"0";"0";"0";"6";"0";"1";"1";"0";"6";"2";"0";"7";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";EL TORREÓN;EL TORREÓN;Aldea;390;191;199;20;63;253;54;0;11;"130";"0";"125";"130";"125";"129";"0";"0";"0";"1";"0";"0";"6";"40";"56";"20";"0";"3";"3";"0";"121";"1";"0";"0";"0";"113";"5";"5";"2";"0";"95";"27";"3";"124";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";EL TORREÓN;EL TORREÓN;Caserío;53;32;21;Indeterminado;Indeterminado;39;9;0;Indeterminado;"23";"0";"20";"23";"20";"23";"0";"0";"0";"0";"0";"0";"2";"4";"13";"1";"0";"0";"2";"0";"17";"0";"0";"0";"1";"19";"0";"0";"1";"0";"18";"1";"1";"12";"6";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";COCHARCAS;ESTACIÓN COCHARCAS;Parcela-Hijuela;40;22;18;Indeterminado;Indeterminado;29;5;0;0;"11";"0";"11";"11";"11";"11";"0";"0";"0";"0";"0";"0";"4";"1";"6";"0";"0";"0";"1";"0";"10";"0";"0";"0";"0";"11";"0";"0";"0";"0";"11";"0";"0";"6";"0";"5";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"10";MUTUPÍN;MONTECILLO;Parcela-Hijuela;185;90;95;15;21;116;33;0;6;"81";"0";"65";"81";"65";"80";"0";"0";"0";"1";"0";"0";"2";"32";"21";"8";"1";"1";"11";"0";"54";"0";"0";"0";"0";"58";"2";"1";"3";"1";"53";"10";"2";"10";"55";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"10";BULI;BULI SUR;Parcela-Hijuela;26;10;16;Indeterminado;6;14;Indeterminado;0;0;"8";"0";"6";"8";"6";"8";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"1";"0";"1";"0";"5";"0";"0";"0";"0";"5";"0";"0";"1";"0";"5";"1";"0";"0";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"13";CULENCO;CULENCO;Caserío;36;24;12;Indeterminado;7;21;Indeterminado;0;Indeterminado;"12";"0";"11";"12";"11";"12";"0";"0";"0";"0";"0";"0";"0";"2";"6";"2";"1";"0";"0";"0";"11";"0";"0";"0";"0";"8";"1";"0";"1";"1";"7";"3";"1";"1";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";LOS NARANJOS;LOS NARANJOS;Parcela-Hijuela;0;0;0;0;0;0;0;0;0;"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MONTE BLANCO;MONTE BLANCO;Parcela-Hijuela;43;22;21;Indeterminado;4;31;Indeterminado;0;5;"16";"0";"14";"16";"14";"15";"0";"0";"0";"1";"0";"0";"3";"5";"3";"3";"0";"0";"1";"0";"13";"0";"0";"0";"0";"11";"2";"0";"1";"0";"9";"5";"0";"0";"14";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"8";QUIGUA;QUIGUA ALTO;Parcela-Hijuela;236;116;120;23;35;153;25;0;9;"86";"0";"73";"86";"73";"79";"0";"0";"0";"7";"0";"0";"6";"9";"30";"17";"6";"5";"2";"0";"68";"1";"0";"2";"0";"55";"4";"7";"2";"5";"36";"27";"10";"26";"26";"9";"11";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";LA MERCED;QUILMÉN;Caserío;38;15;23;Indeterminado;7;23;Indeterminado;0;0;"15";"0";"10";"15";"10";"13";"0";"0";"0";"2";"0";"0";"0";"3";"5";"2";"0";"0";"0";"0";"10";"0";"0";"0";"0";"9";"1";"0";"0";"0";"7";"3";"0";"0";"6";"4";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";QUINQUEGUA;QUINQUEGUA SUR;Caserío;18;10;8;0;Indeterminado;12;Indeterminado;0;0;"10";"0";"8";"10";"8";"10";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"3";"0";"0";"0";"8";"0";"0";"0";"0";"6";"1";"0";"0";"1";"4";"3";"1";"0";"8";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";SAN AGUSTÍN;SAN AGUSTÍN;Parcela-Hijuela;89;40;49;8;11;51;19;Indeterminado;0;"39";"0";"25";"39";"25";"39";"0";"0";"0";"0";"0";"0";"2";"11";"11";"1";"0";"0";"6";"0";"19";"0";"0";"0";"0";"22";"0";"1";"2";"0";"21";"4";"0";"5";"20";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";SAN MIGUEL DE ABLEMO;SAN MIGUEL;Caserío;173;86;87;Indeterminado;Indeterminado;114;26;0;Indeterminado;"63";"0";"60";"63";"60";"63";"0";"0";"0";"0";"0";"0";"7";"28";"19";"5";"1";"0";"4";"0";"56";"0";"0";"0";"0";"52";"5";"3";"0";"0";"48";"12";"0";"43";"17";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";COCHARCAS;ORATORIO;Parcela-Hijuela;40;22;18;Indeterminado;8;26;Indeterminado;0;8;"13";"0";"10";"13";"10";"13";"0";"0";"0";"0";"0";"0";"3";"0";"1";"5";"0";"1";"3";"0";"7";"0";"0";"0";"0";"7";"3";"0";"0";"0";"4";"5";"1";"0";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";SAN PEDRO DE LILAHUE;SAN PEDRO DE LILAHUE;Caserío;32;15;17;Indeterminado;5;22;Indeterminado;0;0;"19";"0";"15";"19";"15";"15";"0";"0";"1";"3";"0";"0";"1";"4";"4";"3";"2";"1";"3";"0";"12";"0";"0";"0";"0";"10";"3";"1";"0";"1";"7";"7";"1";"13";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";SANTA ISABEL;SANTA ISABEL;Caserío;65;31;34;5;7;Indeterminado;Indeterminado;Indeterminado;5;"40";"0";"26";"40";"26";"40";"0";"0";"0";"0";"0";"0";"15";"7";"2";"0";"0";"1";"1";"0";"25";"0";"0";"0";"0";"14";"4";"7";"1";"0";"14";"10";"1";"22";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";NINQUIHUE;LA UNIÓN;Caserío;284;143;141;Indeterminado;Indeterminado;194;37;Indeterminado;15;"115";"0";"95";"115";"95";"114";"0";"0";"0";"0";"0";"1";"1";"42";"38";"14";"0";"0";"5";"0";"89";"1";"0";"0";"0";"87";"1";"4";"3";"0";"76";"19";"0";"92";"2";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;QUILELTO NORTE;Caserío;109;52;57;8;10;78;13;Indeterminado;6;"35";"0";"29";"35";"29";"34";"0";"0";"0";"1";"0";"0";"2";"14";"10";"3";"0";"0";"0";"0";"29";"0";"0";"0";"0";"22";"5";"1";"1";"0";"20";"9";"0";"27";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"10";EL PEÑÓN;EL PEÑÓN;Parcela-Hijuela;31;15;16;Indeterminado;Indeterminado;16;9;0;Indeterminado;"18";"0";"13";"18";"13";"18";"0";"0";"0";"0";"0";"0";"5";"0";"6";"1";"1";"0";"0";"0";"13";"0";"0";"0";"0";"11";"1";"0";"1";"0";"9";"4";"0";"12";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"10";LLAHUIMÁVIDA;PIEDRA REDONDA;Caserío;81;35;46;9;13;42;17;Indeterminado;0;"31";"0";"25";"31";"25";"31";"0";"0";"0";"0";"0";"0";"2";"5";"16";"1";"0";"0";"1";"0";"23";"0";"0";"0";"0";"23";"0";"0";"1";"0";"22";"2";"0";"24";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"11";MILLAUQUÉN;SAN LUIS DE ARIZONA;Parcela-Hijuela;17;8;9;Indeterminado;Indeterminado;12;Indeterminado;0;4;"11";"0";"5";"11";"5";"10";"0";"0";"0";"0";"0";"1";"0";"4";"1";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"1";"1";"0";"2";"0";"1";"3";"0";"0";"4";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"11";BULI;BULI ESTACIÓN SUR;Parcela-Hijuela;18;10;8;Indeterminado;Indeterminado;10;Indeterminado;0;0;"9";"0";"5";"9";"6";"9";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"1";"0";"2";"0";"3";"0";"0";"0";"0";"3";"0";"0";"2";"0";"3";"2";"0";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;LOS GALPONES;Caserío;205;100;105;19;35;128;23;0;5;"73";"0";"66";"73";"66";"71";"0";"0";"0";"2";"0";"0";"2";"24";"29";"11";"0";"0";"0";"0";"64";"2";"0";"0";"0";"57";"4";"0";"4";"1";"47";"18";"1";"58";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";SAN MIGUEL DE ABLEMO;SAN MIGUEL DE ABLEMO;Parcela-Hijuela;10;Indeterminado;Indeterminado;0;Indeterminado;8;Indeterminado;0;Indeterminado;"4";"0";"4";"4";"4";"4";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"4";"0";"0";"0";"0";"4";"0";"0";"1";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";SANTA ISABEL;SANTA ISABEL;Parcela-Hijuela;117;59;58;8;8;82;19;Indeterminado;5;"47";"0";"43";"47";"43";"47";"0";"0";"0";"0";"0";"0";"5";"15";"18";"3";"1";"0";"8";"1";"32";"1";"0";"0";"0";"37";"0";"5";"0";"0";"34";"8";"0";"2";"40";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"8";CACHAPOAL;CACHAPOAL;Aldea;980;467;513;71;112;618;179;0;28;"423";"0";"351";"423";"353";"411";"0";"0";"1";"10";"0";"1";"55";"157";"92";"30";"9";"8";"26";"0";"323";"0";"0";"0";"0";"286";"11";"20";"31";"1";"250";"89";"9";"349";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";GAONA;INDETERMINADA;Indeterminada;103;54;49;10;Indeterminado;72;Indeterminado;0;Indeterminado;"38";"0";"33";"38";"34";"37";"0";"0";"0";"0";"0";"1";"5";"7";"17";"4";"0";"0";"2";"0";"31";"0";"0";"0";"0";"31";"1";"1";"0";"0";"28";"5";"0";"29";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";JUNQUILLO;INDETERMINADA;Indeterminada;178;93;85;Indeterminado;Indeterminado;111;37;0;Indeterminado;"74";"0";"64";"74";"64";"73";"0";"0";"0";"1";"0";"0";"7";"30";"9";"12";"5";"1";"3";"0";"61";"0";"0";"0";"0";"46";"11";"3";"3";"1";"36";"27";"1";"2";"51";"11";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";LAS BRISAS;INDETERMINADA;Indeterminada;42;27;15;Indeterminado;Indeterminado;20;16;0;Indeterminado;"18";"0";"13";"18";"14";"18";"0";"0";"0";"0";"0";"0";"2";"3";"7";"0";"1";"0";"0";"0";"13";"0";"0";"0";"0";"10";"0";"3";"0";"0";"9";"4";"0";"0";"13";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";LAS GARZAS;INDETERMINADA;Indeterminada;139;72;67;Indeterminado;18;90;Indeterminado;Indeterminado;Indeterminado;"48";"0";"43";"48";"43";"41";"0";"0";"0";"6";"0";"1";"1";"15";"16";"4";"5";"1";"3";"0";"40";"0";"0";"0";"0";"30";"6";"4";"2";"1";"26";"14";"2";"0";"41";"2";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";LAS MERCEDES;INDETERMINADA;Indeterminada;16;8;8;4;Indeterminado;9;Indeterminado;0;Indeterminado;"7";"0";"5";"7";"5";"7";"0";"0";"0";"0";"0";"0";"1";"1";"3";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"4";"0";"1";"0";"0";"4";"1";"0";"0";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";QUINQUEGUA;INDETERMINADA;Indeterminada;18;9;9;Indeterminado;Indeterminado;13;Indeterminado;0;0;"4";"0";"4";"4";"4";"3";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2";"0";"1";"0";"3";"0";"0";"0";"0";"3";"1";"0";"0";"0";"1";"3";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"1";RANCHILLO;INDETERMINADA;Indeterminada;8;Indeterminado;Indeterminado;Indeterminado;0;6;Indeterminado;0;Indeterminado;"7";"0";"4";"7";"4";"7";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"3";"0";"0";"0";"4";"0";"0";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"3";INDETERMINADA;INDETERMINADA;Indeterminada;217;112;105;17;18;141;41;0;6;"94";"1";"66";"95";"67";"88";"0";"0";"0";"3";"0";"3";"6";"38";"17";"2";"2";"0";"15";"0";"50";"0";"0";"0";"0";"58";"4";"1";"2";"1";"55";"9";"1";"23";"42";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";PLACILLA;INDETERMINADA;Indeterminada;105;57;48;6;Indeterminado;63;Indeterminado;0;Indeterminado;"42";"0";"36";"42";"36";"42";"0";"0";"0";"0";"0";"0";"3";"13";"17";"2";"1";"0";"2";"1";"33";"0";"0";"0";"0";"31";"2";"1";"2";"0";"29";"7";"0";"25";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"4";INDETERMINADA;INDETERMINADA;Indeterminada;112;54;58;15;7;72;18;0;Indeterminado;"45";"0";"40";"45";"40";"42";"0";"0";"0";"2";"0";"1";"2";"11";"24";"3";"0";"0";"1";"0";"39";"0";"0";"0";"0";"36";"2";"0";"2";"0";"34";"6";"0";"35";"5";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";INDETERMINADA;INDETERMINADA;Indeterminada;26;11;15;Indeterminado;5;17;Indeterminado;0;0;"8";"0";"7";"8";"7";"8";"0";"0";"0";"0";"0";"0";"0";"1";"4";"1";"1";"0";"2";"0";"5";"0";"0";"0";"0";"5";"0";"1";"1";"0";"3";"4";"0";"0";"7";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";SAN PEDRO DE LILAHUE;INDETERMINADA;Indeterminada;72;42;30;Indeterminado;Indeterminado;53;11;0;Indeterminado;"28";"0";"24";"28";"24";"28";"0";"0";"0";"0";"0";"0";"1";"6";"14";"1";"2";"0";"2";"0";"22";"0";"0";"0";"0";"15";"0";"8";"1";"0";"13";"11";"0";"19";"4";"1";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"5";SANTA ROSA;INDETERMINADA;Indeterminada;58;30;28;Indeterminado;Indeterminado;44;8;0;Indeterminado;"35";"0";"23";"35";"23";"33";"0";"0";"0";"2";"0";"0";"3";"10";"5";"5";"0";"0";"2";"0";"21";"0";"0";"0";"0";"21";"2";"0";"0";"0";"17";"6";"0";"13";"10";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";COCHARCAS;INDETERMINADA;Indeterminada;34;19;15;Indeterminado;Indeterminado;30;Indeterminado;Indeterminado;Indeterminado;"14";"0";"12";"14";"12";"14";"0";"0";"0";"0";"0";"0";"0";"4";"8";"0";"0";"0";"3";"0";"9";"0";"0";"0";"0";"10";"0";"0";"2";"0";"10";"2";"0";"1";"11";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";CUADRAPANGUE;INDETERMINADA;Indeterminada;166;86;80;15;12;112;27;0;8;"74";"0";"64";"74";"65";"71";"0";"0";"1";"2";"0";"0";"5";"20";"26";"10";"1";"2";"6";"2";"54";"0";"0";"2";"0";"51";"5";"4";"2";"2";"41";"18";"5";"59";"4";"0";"1";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";NINQUIHUE;INDETERMINADA;Indeterminada;80;41;39;Indeterminado;Indeterminado;56;17;Indeterminado;5;"31";"1";"29";"32";"29";"31";"0";"0";"0";"0";"0";"0";"2";"10";"13";"2";"2";"0";"5";"0";"24";"0";"0";"0";"0";"27";"0";"0";"2";"0";"24";"5";"0";"2";"25";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"6";QUILELTO;INDETERMINADA;Indeterminada;12;5;7;0;Indeterminado;Indeterminado;0;0;Indeterminado;"9";"0";"6";"9";"6";"9";"0";"0";"0";"0";"0";"0";"0";"3";"2";"0";"1";"0";"1";"0";"5";"0";"0";"0";"0";"4";"2";"0";"0";"0";"4";"2";"0";"3";"3";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";INDETERMINADA;INDETERMINADA;Indeterminada;20;12;8;Indeterminado;Indeterminado;16;Indeterminado;0;0;"12";"0";"9";"12";"9";"12";"0";"0";"0";"0";"0";"0";"1";"5";"3";"0";"0";"0";"0";"0";"9";"0";"0";"0";"0";"7";"1";"0";"1";"0";"7";"2";"0";"3";"6";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"7";MUTICURA;INDETERMINADA;Indeterminada;18;6;12;0;Indeterminado;11;Indeterminado;0;Indeterminado;"15";"0";"4";"15";"4";"15";"0";"0";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"2";"0";"2";"0";"0";"0";"0";"4";"0";"0";"0";"0";"3";"1";"0";"2";"2";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"8";CACHAPOAL;INDETERMINADA;Indeterminada;23;9;14;Indeterminado;Indeterminado;14;6;Indeterminado;Indeterminado;"12";"0";"8";"12";"8";"12";"0";"0";"0";"0";"0";"0";"0";"2";"3";"0";"3";"0";"2";"0";"6";"0";"0";"0";"0";"8";"0";"0";"0";"0";"5";"3";"0";"4";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";LLAHUIMÁVIDA;INDETERMINADA;Indeterminada;40;20;20;Indeterminado;Indeterminado;26;5;Indeterminado;Indeterminado;"18";"0";"14";"18";"15";"16";"0";"0";"0";"0";"0";"2";"2";"7";"3";"2";"0";"0";"8";"0";"6";"0";"0";"0";"0";"12";"2";"0";"0";"0";"10";"4";"0";"13";"1";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";POMUYETO;INDETERMINADA;Indeterminada;15;Indeterminado;Indeterminado;Indeterminado;Indeterminado;12;Indeterminado;0;0;"11";"0";"7";"11";"7";"10";"0";"0";"0";"1";"0";"0";"0";"2";"3";"1";"0";"0";"1";"0";"5";"0";"0";"0";"0";"3";"3";"0";"0";"0";"3";"3";"0";"2";"4";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";INDETERMINADA;INDETERMINADA;Indeterminada;75;38;37;6;7;54;8;Indeterminado;Indeterminado;"38";"0";"27";"38";"27";"36";"0";"0";"0";"2";"0";"0";"3";"7";"10";"3";"4";"0";"7";"0";"20";"0";"0";"0";"0";"24";"1";"0";"2";"0";"19";"8";"0";"8";"19";"0";"0";;
REGIÓN DE ÑUBLE;PUNILLA;SAN CARLOS;"9";SAN LUIS DE POMUYETO;INDETERMINADA;Indeterminada;50;25;25;5;7;32;6;Indeterminado;0;"21";"0";"16";"21";"16";"21";"0";"0";"0";"0";"0";"0";"3";"5";"7";"0";"0";"1";"5";"0";"10";"1";"0";"0";"0";"13";"0";"1";"2";"0";"12";"3";"1";"14";"2";"0";"0";;
